lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Enfermedades del sistema digestivo/Dolor abdominal,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,11,Nivel,Segundo nivel,1
"Revisión mensual, bimestral o trimestral",probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,12,Nivel,Segundo nivel,1
Medicamento,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,13,Nivel,Segundo nivel,2
Lesiones físicas/Lesión física por accidente,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,14,Nivel,Segundo nivel,6
Ginecología,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,15,Nivel,Segundo nivel,1
Otro,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,998,Nivel,Segundo nivel,17
No sé/No quiero responder,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,999,Nivel,Segundo nivel,2
Problemas respiratorios,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,1,Nivel,Tercer nivel,3
Enfermedades crónicas,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,2,Nivel,Tercer nivel,33
Embarazo,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,3,Nivel,Tercer nivel,8
Salud mental,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,4,Nivel,Tercer nivel,2
Acciones preventivas,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,5,Nivel,Tercer nivel,3
Sospecha COVID o COVID,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,6,Nivel,Tercer nivel,3
Trámite de incapacidad por COVID o sospecha de COVID,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,7,Nivel,Tercer nivel,0
Trámite de incapacidad por otro padecimiento,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,8,Nivel,Tercer nivel,5
Diabetes,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,9,Nivel,Tercer nivel,0
Hipertensión/Enfermedades del corazón,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,10,Nivel,Tercer nivel,3
Enfermedades del sistema digestivo/Dolor abdominal,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,11,Nivel,Tercer nivel,0
"Revisión mensual, bimestral o trimestral",probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,12,Nivel,Tercer nivel,3
Medicamento,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,13,Nivel,Tercer nivel,0
Lesiones físicas/Lesión física por accidente,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,14,Nivel,Tercer nivel,6
Ginecología,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,15,Nivel,Tercer nivel,1
Otro,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,998,Nivel,Tercer nivel,28
No sé/No quiero responder,probsal_xx,¿Cuál fue el motivo o problema de salud por el que acudió a la unidad médica en su última visita?,999,Nivel,Tercer nivel,1
Sí acudí a PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",1,Nivel,Primer nivel,29
No acudí a PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",2,Nivel,Primer nivel,62
No hay módulo de PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",3,Nivel,Primer nivel,5
No sé/No quiero responder,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",99,Nivel,Primer nivel,4
Sí acudí a PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",1,Nivel,Segundo nivel,30
No acudí a PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",2,Nivel,Segundo nivel,52
No hay módulo de PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",3,Nivel,Segundo nivel,12
No sé/No quiero responder,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",99,Nivel,Segundo nivel,6
Sí acudí a PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",1,Nivel,Tercer nivel,20
No acudí a PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",2,Nivel,Tercer nivel,52
No hay módulo de PrevenIMSS,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",3,Nivel,Tercer nivel,18
No sé/No quiero responder,preven,"Si en la unidad médica a la que asistió hay módulo PrevenIMSS, ¿acudió a solicitar atención a dicho servicio en su última visita a la unidad (además de su cita con su médico)?",99,Nivel,Tercer nivel,10
Excelente,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",1,Nivel,Primer nivel,33
Buena,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",2,Nivel,Primer nivel,45
Regular,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",3,Nivel,Primer nivel,15
Mala,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",4,Nivel,Primer nivel,4
Pésima,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",5,Nivel,Primer nivel,3
No sé/No quiero responder,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",99,Nivel,Primer nivel,1
Excelente,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",1,Nivel,Segundo nivel,25
Buena,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",2,Nivel,Segundo nivel,43
Regular,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",3,Nivel,Segundo nivel,18
Mala,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",4,Nivel,Segundo nivel,8
Pésima,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",5,Nivel,Segundo nivel,4
No sé/No quiero responder,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",99,Nivel,Segundo nivel,2
Excelente,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",1,Nivel,Tercer nivel,34
Buena,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",2,Nivel,Tercer nivel,34
Regular,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",3,Nivel,Tercer nivel,17
Mala,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",4,Nivel,Tercer nivel,10
Pésima,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",5,Nivel,Tercer nivel,5
No sé/No quiero responder,preven_cal,"En general, ¿cómo califica la calidad de la atención que recibió en el módulo de PrevenIMSS?",99,Nivel,Tercer nivel,1
Sí,citapre,¿Programó su consulta mediante cita?,1,Nivel,Primer nivel,88
No,citapre,¿Programó su consulta mediante cita?,2,Nivel,Primer nivel,12
No sé/No quiero responder,citapre,¿Programó su consulta mediante cita?,99,Nivel,Primer nivel,0
Sí,citapre,¿Programó su consulta mediante cita?,1,Nivel,Segundo nivel,71
No,citapre,¿Programó su consulta mediante cita?,2,Nivel,Segundo nivel,29
No sé/No quiero responder,citapre,¿Programó su consulta mediante cita?,99,Nivel,Segundo nivel,1
Sí,citapre,¿Programó su consulta mediante cita?,1,Nivel,Tercer nivel,83
No,citapre,¿Programó su consulta mediante cita?,2,Nivel,Tercer nivel,17
No sé/No quiero responder,citapre,¿Programó su consulta mediante cita?,99,Nivel,Tercer nivel,1
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Nivel,Primer nivel,19
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Nivel,Primer nivel,36
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Nivel,Primer nivel,18
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Nivel,Primer nivel,11
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Nivel,Primer nivel,16
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Nivel,Primer nivel,0
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Nivel,Segundo nivel,9
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Nivel,Segundo nivel,21
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Nivel,Segundo nivel,15
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Nivel,Segundo nivel,13
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Nivel,Segundo nivel,42
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Nivel,Segundo nivel,0
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Nivel,Tercer nivel,8
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Nivel,Tercer nivel,25
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Nivel,Tercer nivel,13
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Nivel,Tercer nivel,17
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Nivel,Tercer nivel,37
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Nivel,Tercer nivel,0
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Nivel,Primer nivel,2
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Nivel,Primer nivel,7
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Nivel,Primer nivel,26
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Nivel,Primer nivel,41
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Nivel,Primer nivel,24
